pH,TDS_mg_L,Turbidity_NTU,Hardness_mg_L,Nitrates_mg_L,Fluoride_mg_L,Iron_mg_L,Total_Coliform_MPN,Ecoli_MPN,Lead_ppb,Arsenic_ppb,potable_label
8.43,1938,4.8,572,43.88,1.46,0.95,0,0,9.5,9.3,1
7.46,1965,7.4,252,56.45,2.12,2.87,23,7,12.3,29.4,0
7.04,208,0.7,66,11.65,0.42,0.07,0,0,1.1,3,1
4.92,2441,7.5,276,33.64,1.78,5.14,26,11,38.6,0,0
4.79,1243,8.5,199,39.01,1.48,2.67,39,10,35.2,26.2,0
8.43,1964,4.7,584,43.79,1.45,0.92,0,0,9.7,9.4,1
2.1,1898,1.3,327,33.92,3.52,1,29,14,41.8,0,0
10.18,2068,11.9,697,18.84,1.66,1.84,29,11,15,12.3,0
6.83,1400,8.8,345,9.77,0.26,0.12,40,11,12.1,17.1,0
10.11,1626,13.9,170,33.23,3.57,2.27,25,11,7.7,3.3,0
7.33,1884,9.1,516,41.46,2.29,3.04,22,7,8.1,15.5,0
10.3,1683,1.9,629,16.84,2.07,1.52,,6,4.4,8.5,0
8.5,0,8.3,553,32.71,1.17,2.49,26,5,16,20.2,0
9.05,1478,0,384,57.95,1.02,2.3,30,9,0,30.3,0
8.39,1956,4.9,575,45,1.48,0.93,0,0,9.8,9.3,1
6.68,1472,7.8,503,27.05,4.04,2.42,35,13,16.6,24.5,0
7.85,855,5.9,420,41.5,4.18,1.7,38,14,24.6,14.1,0
4.09,2599,8.6,359,25.64,1.63,0.98,19,11,15.9,10.4,0
7.76,220,0.3,113,7.97,0.48,0.2,0,0,2.2,2.1,1
11.58,1060,9.8,375,15.53,1.21,5.09,28,9,15.2,10.8,0
5.3,820,11.4,423,57.39,0.9,1.51,29,14,12.3,15.8,0
6.7,2410,12.1,394,55.84,2.55,2.48,35,8,30.3,14,0
10.36,1584,2,399,43.24,2.26,1.11,33,7,12,0,0
5.18,1710,4,546,50.1,1.96,5.1,33,8,27.3,14.8,0
6.26,1384,3.5,310,63.35,2.77,0,27,14,11.2,16.8,0
10.3,1091,5.2,707,18.8,1.46,0.94,30,6,19.8,15.4,0
6,1671,6.1,275,60.33,2.95,0,27,13,5.6,27.5,0
4.46,1725,0,378,55.27,1.18,1.73,24,12,16.3,0,0
4.04,1610,12.4,265,66.29,2.16,4.54,40,7,4.7,8.8,0
5.59,2743,8.6,144,45.38,1.68,1.94,29,12,6.3,32.5,0
9.35,810,0,446,56.16,1.17,0,30,7,11.2,22.6,0
4.58,883,7.4,445,57.74,0.32,2.15,37,14,3.3,25.6,0
8.49,1963,4.6,575,43.72,1.45,0.95,0,0,9.5,9.6,1
7.87,1514,8.7,415,47.62,2.45,1.3,45,14,15.5,16.3,0
7.72,1272,6.6,44,65.74,2.08,0.99,40,,1.8,7.8,0
8.28,1936,4.8,577,44.52,1.44,0.97,0,0,9.2,9.5,1
9.01,1212,4,109,61,3.53,1.96,19,,20.3,38.2,0
8.4,1966,4.6,580,44.27,1.43,0.92,0,0,9.9,9.7,1
6.04,1131,4.1,262,34.15,1.51,0,31,7,15.5,8.5,0
9.36,2977,4.5,477,63.7,1.9,2.61,33,5,19,18,0
8.74,1037,1,186,14.53,3.27,3.34,28,,16.2,12.4,0
8.39,1959,4.8,574,43.46,1.42,0.97,0,0,9.3,9.1,1
10.94,1430,7.6,527,45.3,3.28,4.17,28,6,7.6,13.2,0
7.28,215,0.1,102,12.25,0.45,0.11,0,0,2.6,2.2,1
7.39,229,0.5,160,16.89,0.5,0.14,0,0,1.2,3.4,1
6.36,1489,6.8,453,36.5,2.83,4.52,21,,5.9,14.7,0
8.39,1980,4.8,600,43.84,1.47,0.93,0,0,9.2,10,1
7.62,140,0.9,112,10.19,0.44,0.16,0,0,0,2,0
8.72,1976,12.8,510,41.71,2.88,0,33,12,11.6,0,0
7.63,1489,10.1,249,52.57,0.6,0.93,29,5,29.8,18.1,0
5.39,1992,0,501,0,3.52,1.68,32,16,5.7,11.2,0
8.39,1920,4.8,577,43.2,1.43,0.96,0,0,9.4,9.3,1
7.19,1825,8.3,660,84.9,1.96,2,30,12,15.5,12.2,0
6.59,1448,5.9,402,49.69,0,4.4,33,,6.7,16.6,0
8.34,1966,4.9,580,43.78,1.44,0.95,,0,9.7,9.7,1
4.83,2036,5.2,291,64.96,2.18,1.49,33,9,13.8,19.3,0
8.41,1959,4.8,589,43.21,1.45,0.92,0,0,9.6,9.5,1
4.87,898,4.2,233,19.21,3.17,0,27,7,29.9,26.4,0
4.75,1645,5.5,642,41.55,2.18,2.06,30,9,0,14.6,0
7.84,1280,0,591,50.81,3.28,0,37,8,12.4,17.2,0
8.46,1960,4.8,594,43.77,1.44,0.97,0,0,9.7,9.9,1
7.49,179,0.5,90,14,0.35,0.13,0,0,1.5,1.1,1
-0.4,1183,1.2,250,63.46,3.08,3.74,31,14,14.2,28.8,0
5.35,1731,2.6,246,67.85,2.09,0,29,9,4,7,0
6.27,2023,1.1,277,0,1.9,1.75,43,6,15,2.6,0
9.73,2158,11,515,32.18,3.38,0.96,,7,21.1,12.7,0
8.38,1944,4.7,582,42.98,1.43,0.98,0,0,9.7,9.7,1
2.69,741,3.7,622,48.82,1.44,1.07,22,11,6.4,15.7,0
6.46,1741,8.2,466,24.94,0.76,1.35,28,10,10.4,12.6,0
9.31,1348,3.2,317,68.02,2.95,3.04,23,12,33.8,34.1,0
2.26,768,0.9,372,44.18,1.79,0.63,21,9,26.8,25.1,0
8.38,1923,4.9,568,43.96,1.42,0.91,0,0,9.5,9.6,1
7.49,171,0.4,121,11.25,0.59,0.15,0,0,2.2,2.3,0
7.68,232,0.5,96,12.29,0.58,0.14,0,0,0.5,0.7,1
8.5,1944,4.8,578,44.13,1.43,0.93,0,0,9.5,9.6,1
9.39,1260,10,557,23.85,3.89,2.52,,10,40.6,12,0
7.83,2534,7.2,559,21.23,2.17,0,31,7,32.9,15.2,0
9.79,1947,4.2,250,30.82,1.59,3.46,24,8,10.3,13.5,0
8.44,1233,3.8,30,56.27,1.88,0,34,,13,14.7,0
7.8,1509,6.8,415,50.26,1.73,1.7,28,10,15,28.6,0
8.36,1949,4.8,572,43.43,1.46,0.96,0,0,9.5,9.6,1
4.65,896,5.7,524,46.09,2.48,7.14,27,10,6.7,9.8,0
8.26,1709,4.8,370,77.29,3.37,0.62,28,,24,8.5,0
7.77,1278,0,444,52.84,1.56,0,37,11,0,15.7,0
8.56,1679,8.7,557,81.85,4,2.65,35,7,24.8,26.8,0
3.47,1082,0.8,330,31.95,3.14,0.8,27,7,27.3,30.4,0
1.61,840,8.6,345,47.5,2.58,4.25,29,,11.4,11.8,0
9.66,1443,7.1,383,43.33,1.24,0,37,10,2.8,29.2,0
4.13,1067,5.9,382,38.62,3.76,2.31,30,6,0,0,0
7.29,242,0.6,61,13.38,0.16,0.03,0,0,1.8,1.5,1
8.5,1953,4.7,573,45,1.43,0.91,0,0,9.8,9.3,1
5.98,1777,4.7,866,52.5,3.58,2.82,32,10,28.3,4.5,0
9.56,1738,6.6,80,34.09,2.08,2.91,35,,23.5,3.7,0
7.62,2048,9.4,630,27.12,2.36,2.69,36,5,10.4,11.4,0
8.4,1944,4.7,581,42.95,1.43,0.95,0,,9.2,9.1,1
9.28,1161,10.7,497,69.48,1.31,5.63,25,8,0,16.7,0
13.47,1288,5.5,497,48.3,1.92,1.04,32,9,13,0,0
9.25,1863,10.2,589,76.42,0.59,2.43,28,10,34.9,19.3,0
7.99,431,9.9,517,31.48,1.67,1.95,33,,14.4,2.2,0
5.84,1854,6.3,618,66.96,1.1,0.46,30,,8.6,0.5,0
7.63,204,0.2,139,15.25,0.31,0.14,,,2.2,3.2,0
8.36,1945,4.7,554,45,1.44,0.96,0,0,9.5,9.7,1
7.64,258,0.5,78,10.2,0.36,0.11,0,0,2.5,1.9,1
8.39,1924,4.7,562,44.05,1.45,0.97,0,0,9.8,9.4,1
8.98,1741,7,355,72.79,1.06,1.21,27,,4.8,17.8,0
7.43,2062,0.1,353,52.11,2.37,1.22,25,12,9.2,17.4,0
3.2,1147,9.7,454,21.91,0.59,2.98,24,9,4,0,0
7.55,1484,10.4,455,11.87,1.94,3.51,27,12,6.7,11.3,0
3.99,758,3.5,324,1.19,2.04,1.93,36,7,22.2,24.4,0
6.32,1610,5.4,266,17.28,2.19,3.07,35,8,11.9,0,0
5.11,1197,0.8,0,65.62,2.98,2.72,22,8,23.8,6.4,0
12.1,1941,7.5,117,36.19,1.48,2.5,37,10,22.7,2.9,0
7.4,233,0.7,63,12.51,0.35,0.2,,0,1.9,1.7,0
8.37,1979,4.9,581,43.54,1.46,0.94,0,0,9.5,9.7,1
8.48,1938,4.9,588,44.49,1.44,0.94,0,0,9.4,9.2,1
7.38,314,7.2,372,68.01,2.33,3.12,32,7,21.4,9.7,0
2.8,1374,2.7,348,45.16,3.27,1.87,32,9,0,6.1,0
5.31,1284,13.8,674,49.66,1.33,2.65,37,7,0,22,0
6.71,1774,0,470,61.96,1.4,2.88,31,12,25.1,15.8,0
3.42,2276,12,0,12.84,1.38,3.33,29,9,8.1,15.1,0
6,1375,3.9,658,29.32,3.32,0.19,30,13,5.2,2.4,0
7.22,201,0.7,97,15.55,0.48,0.14,0,,4.8,1.7,1
7.64,815,12.1,429,30.13,0.93,2.88,34,14,16.2,35.9,0
9.34,1711,4.1,490,16.87,3.07,2.13,28,,13.1,21,0
6.21,2462,1.1,116,39.99,1.94,3.2,24,13,20.9,25.7,0
6.93,2069,4.1,547,15.76,2.66,1.65,31,8,9.6,13.8,0
5.24,1112,3.6,385,47.99,2.53,3.48,,9,23.7,15.2,0
7.24,201,0.5,114,5.79,0.27,0.12,0,,2.4,2.7,1
7.44,113,0.3,88,8.51,0.34,0.1,0,0,3.8,3.1,1
9.46,1994,0.2,270,0,2.56,1.87,29,9,13.4,8.2,0
8.33,1939,5,583,43.59,1.44,0.94,0,0,9.2,9.7,1
8.81,2007,8.6,500,27.46,2.75,3.73,36,23,11.5,18.6,0
6.42,2360,7.3,270,68.79,2.8,2.02,32,12,9.6,20,0
8.4,1998,4.8,569,43.85,1.42,0.94,0,0,9.3,9.7,1
4.64,2373,2.6,454,43.35,2.93,0.73,20,9,30.3,9,0
7.43,1307,10.5,293,49.95,0.07,0.98,26,10,14.5,23.8,0
10.86,851,5.6,386,49.79,2.63,0.31,27,11,31.6,20.3,0
6.43,2345,0.1,516,56.82,0.27,2.38,31,13,28.3,23.7,0
10.7,1148,0,706,43.09,1.68,2.01,28,9,30.6,7.4,0
11.27,1991,8.2,404,33.15,1.75,0.89,42,8,14.4,14.8,0
7.99,1096,1,846,11.59,1.69,3.22,32,9,39.9,3,0
7.34,198,0.3,91,7.19,0.36,0.04,0,0,2.5,1.7,1
2.22,1486,11.2,214,25.79,3.15,1.15,32,10,26.3,17,0
9.41,1265,9.2,544,50.34,1.22,2.6,30,10,35.3,15.6,0
4.96,660,4.5,284,3.33,1.14,2.05,26,,29.5,30.7,0
3.76,1564,3.6,361,83.63,2.08,0,39,12,22.5,2.1,0
4.13,1922,0,481,28.92,2.64,0.68,37,7,3.5,10.6,0
8.44,1935,4.7,577,43.57,1.44,0.95,0,,9.6,9.4,1
8.29,1937,4.8,579,43.42,1.48,0.95,0,0,9.5,9.4,1
7.36,1920,6.1,448,16.36,2.31,2.48,27,15,22.9,9.7,0
8.41,1911,4.8,581,43.92,1.44,0.93,0,0,9.4,9.3,1
11.51,2560,7.6,525,44.45,2.33,0,29,14,30.6,18.5,0
4.99,2812,10.9,473,55.75,1.77,3.68,21,5,28.7,2.5,0
8.46,1915,4.6,569,43.88,1.45,0.94,0,0,9.7,9.8,1
7.1,82,0.8,91,2.8,0.32,0.11,0,0,1.9,1.6,1
5.99,1655,3.5,743,75.9,2.14,2.24,35,11,27.8,18,0
5.73,2136,2.5,918,18.93,3.45,2.37,24,11,5.1,0,0
8.23,987,13.8,174,66.48,2.68,2.09,,8,0,18.8,0
8.35,1989,4.7,583,42.66,1.45,0.96,0,0,9.4,9.4,1
8.4,1935,4.9,590,43.95,1.44,0.95,0,,9.7,9.5,1
8.43,2292,5.7,598,25.87,2.56,1.03,22,15,27.5,25,0
10.19,1442,6.1,201,29.75,2.95,0.91,28,13,17.5,32.3,0
7.54,231,0.3,63,3.17,0.47,0.08,,0,1.5,2.3,1
7.75,1289,13,561,5.4,3.08,1.87,35,8,22.3,20.9,0
3.47,1902,10.7,682,13.5,0.56,1.24,19,8,19.5,11.2,0
3.61,1292,3.4,444,71.56,1.77,1.7,26,7,12.2,19.3,0
7,1428,0,346,31.65,0.87,3.12,23,15,22.3,26,0
5.26,1558,5.5,383,50.64,1.11,0.61,29,8,18.3,2.2,0
11.79,1747,8.1,419,24.27,0.96,0,42,8,7.3,9,0
7.43,1099,3.6,513,80.02,1.2,1.35,43,14,16.1,28.7,0
8.39,1935,4.8,589,43.92,1.44,0.94,0,0,9.6,9.3,1
8.43,1947,4.8,582,44.67,1.43,0.98,0,0,9.8,9.5,1
6.27,1790,7.4,299,20.96,1.01,3.5,34,13,5.3,20.5,0
11.06,1973,5,239,12.48,2.9,2.06,27,16,6.1,12.8,0
8.38,1979,4.9,581,44.52,1.44,0.98,0,0,9.5,9.7,1
8.75,1760,0,553,77.78,0.66,3.73,26,4,11.3,3.2,0
2.9,241,0,528,67.34,1.67,2.17,31,7,14.1,12,0
8.82,1552,4,645,41.03,1.91,1.87,29,7,5.9,26,0
7.48,162,0.7,112,6.44,0.46,0.05,,0,2,2.7,1
7.4,2013,2.7,765,28.4,1.35,2.27,33,5,23.4,13.1,0
8.66,2330,3.4,76,59.37,1.03,2.55,30,15,5.5,14.5,0
4.7,1161,7.5,0,64.41,2.37,0,24,12,0,16.5,0
7.37,191,0.3,128,13.92,0.32,0.08,0,0,4.2,2.8,1
5.47,2328,4.5,719,58.97,1.51,2,29,10,34.3,7.1,0
8.01,201,0.3,88,6.68,0.42,0.03,0,0,0,1.7,1
7.41,218,0.3,76,6.21,0.39,0.14,0,0,2.2,1.7,1
4.6,1358,1.6,582,25.34,2.4,1.22,25,8,30.7,28.1,0
2.85,2203,7.1,717,25.61,0.31,2.28,37,3,17,4.8,0
6.92,1127,9.3,258,39.76,3.9,2.17,29,11,11.7,17,0
4.87,1353,15.4,59,4.73,0.05,0.36,33,5,2.7,19.7,0
11.37,1854,6.1,600,92.4,2.36,0.46,34,9,3.4,16.1,0
5.23,326,0.2,368,46.8,2.53,0.69,30,12,13.2,17.4,0
11.63,974,0,429,44.3,1.2,2.32,,4,29.4,16.4,0
6.37,1545,7.5,766,41.08,2.04,2.21,21,6,12.7,15.7,0
5.63,951,7.4,0,67.75,2.22,1.23,20,6,7.7,33.8,0
8.11,2007,10.3,232,66.62,0.61,1.23,22,7,0,14.9,0
5.86,1661,8.9,484,14.29,1.62,0.74,28,17,31.2,6.4,0
7.58,1660,3.3,826,47.07,1.63,3.39,25,8,11.6,13.7,0
8.48,1946,4.8,579,42.84,1.44,0.94,0,0,9.1,9.8,1
9.01,2472,9.7,344,17.09,3.58,1.21,24,12,15.9,10.3,0
8.37,1956,4.7,586,43.9,1.47,0.96,0,0,9.4,9.3,1
6.05,1369,5.7,322,72.78,1.71,2.81,28,11,29.1,19,0
8.4,1931,4.7,579,43.77,1.41,0.95,0,0,9.8,9.7,1
3.37,900,6.9,487,35.08,1.42,3.57,36,10,19.5,8.8,0
7.89,2157,9.8,437,52.01,3.69,0,23,3,9.3,0,0
8.79,797,20.7,638,37.49,3.01,0.65,36,10,8.8,1.9,0
6.49,2402,1.4,281,53.11,2.25,2,33,6,10.7,3,0
7.48,179,0.5,106,13.39,0.43,0.09,0,0,1.7,1.5,1
10.67,382,7.3,341,22.09,2.3,3.58,,,19.6,18.9,0
7.52,1184,12.9,655,66.37,2.55,1.35,29,9,7.7,27.4,0
3.87,773,11.5,643,30.71,1.62,1.64,40,13,18.6,0,0
7.03,2385,8.4,649,28.01,2.59,5.14,30,9,0,32.4,0
9.74,1767,4.5,254,63.95,1.59,4.26,31,10,13.1,24,0
9.45,1742,0,436,29.78,0.52,3.32,30,7,30.7,22.3,0
5.67,1037,9.3,160,23.69,3.11,2.29,22,,18.3,16.8,0
7.56,1843,9,565,66.85,2.36,4.92,24,8,14.9,1.6,0
1.44,1705,8.8,269,89.58,1.43,2.82,32,12,0,20.6,0
6.32,1498,4.7,416,41.79,1.51,0.8,36,8,10.6,2,0
8.4,1938,4.8,572,44.1,1.46,0.95,0,0,9.6,9.6,1
9.93,999,3.5,434,36.26,1.97,0.33,26,9,27.3,33.1,0
3.97,810,0,455,75.64,0.05,0.01,40,12,21.7,19.8,0
6.34,2839,5.5,0,38.18,3.31,0,31,14,4.3,24,0
10.34,616,9.3,515,38.21,2.72,0,29,10,,32.9,0
9.45,1646,7.9,270,24.55,1.7,2.21,26,12,,15.8,0
4.18,755,5.4,205,53.25,4.35,3.11,,9,,11.2,0
8.36,1954,4.8,597,44.48,1.47,0.97,0,0,,9.4,1
4.51,2085,9.7,121,38.56,2.65,0.09,21,10,,17.7,0
7.07,1295,10.5,812,67.09,1.94,3.73,31,11,,10.2,0
8.42,1960,4.9,591,44.75,1.46,0.94,0,0,,9.4,1
2.02,1690,7.2,159,38.49,1.41,4.03,,4,,16.8,0
4.47,1791,5.6,796,52.53,1.71,2.54,23,5,,21.8,0
2.52,1886,0,472,42.82,1.28,4.15,,7,,18.2,0
8.84,1435,5,314,53.03,1.31,0.88,30,9,,13.8,0
8.4,1978,4.9,555,44.21,1.43,0.96,0,0,,9.7,1
7.3,124,0.4,95,8.42,0.32,0.1,0,0,,1,1
7.51,843,9,531,67.17,0.09,1.61,21,14,,22.6,0
14.45,1398,5,338,21.24,1.07,0.85,28,2,,0.7,0
6.13,1963,5.7,332,12.39,1.32,0.51,40,9,,29.1,0
3.95,1614,10,519,40.56,1.83,0,33,12,,13.3,0
6.01,1707,2.7,338,13.32,1.62,2.8,33,18,,13.2,0
3.82,827,3.1,97,37.94,2.64,2.1,29,6,,9.5,0
4.46,1834,12.5,778,26.89,1.9,0,26,10,,13.7,0
2.86,1434,2.1,732,15.79,0.88,1.74,39,12,,18.2,0
6.03,1717,4,323,50.43,1.56,3.44,24,4,,11.5,0
7.14,270,0.8,122,3.55,0.24,0.07,0,,,2.2,1
8.5,1943,5.8,318,39.86,2.42,2.54,28,11,,4.5,0
6.38,1506,5.5,176,70.55,0.62,1.71,,4,,23.5,0
4.86,1004,7.9,468,87.62,3.35,6.62,36,5,,17.7,0
8.34,1982,4.9,576,44.05,1.45,0.95,0,0,,9.5,1
5.33,1768,8.2,242,67.74,1.16,2.53,27,6,,8.6,0
4.92,1017,13.6,368,46.97,2.62,0,31,14,,20.3,0
10.69,462,15.7,451,87.56,2.4,1.65,26,9,,17.6,0
8.45,1953,4.8,580,43.61,1.46,0.97,0,0,,9.8,1
8.44,1966,4.8,579,44.23,1.47,0.92,0,0,,9.4,1
8.34,1902,4.9,571,43.94,1.46,0.93,0,0,,9.6,1
10.56,801,6.8,739,41.38,1.94,3.99,38,9,,0,0
9.5,1521,7,297,33.47,1.6,1.61,22,8,,24.2,0
8.32,1927,4.7,558,44.02,1.42,0.96,0,0,,9.5,1
4.18,1363,3.4,455,50.55,2.97,0.84,28,10,,2.1,0
5.13,392,5.8,207,39.99,3.13,3.77,28,14,,34.6,0
10.14,2014,10.4,240,50.59,1.67,0.78,28,16,,23.3,0
8.21,2452,1,128,92.1,1.95,4.18,28,6,,0,0
3.2,970,13.6,676,44.41,1.39,2.34,,14,,5.4,0
10.87,268,12.2,222,39.53,3.99,2.6,36,9,,3.5,0
8.67,1374,3.8,534,20.32,1.77,0.74,25,10,,20.6,0
8.41,1956,4.8,588,43.66,1.45,0.94,0,0,,9.7,1
8.37,2052,2.4,596,13.46,1.2,0.59,31,,,3.8,0
8.8,604,10.3,591,49.15,2.91,4.89,33,,,16.9,0
11.54,1954,2.7,671,51.96,3.07,5.16,20,8,,13.1,0
4.58,710,9.7,194,55.49,1.06,1.57,25,12,,15.9,0
8.02,3046,8.6,625,65.66,4.28,2.28,38,,,15.8,0
6.74,1504,17.2,87,42.05,3.71,0,34,,,21.2,0
7.58,1683,2.9,303,52.5,1.05,1.24,21,8,,19.1,0
10.5,1571,9.1,257,34.79,1.64,5.2,27,7,,22.8,0
4.08,1528,6,0,60.51,0,3.34,31,7,,17,0
7.65,834,2.9,283,83.97,3.28,0.79,32,13,,24.6,0
7.21,2343,2.6,149,22.82,1.01,4.87,23,12,,17.9,0
7.39,148,0.6,89,11.9,0.32,0.12,0,0,,3,1
4.11,715,3.9,111,34.13,2.61,0,28,7,,14.7,0
0.57,1565,9.3,224,42.32,1.61,1.69,23,13,24.2,15.7,0
4.85,1521,3.8,796,80.2,1.91,0.65,22,11,12.4,22.8,0
8.4,1943,4.8,576,44.11,1.44,0.96,0,0,9.3,9.6,1
4.57,903,4.9,429,14.92,1.79,2.6,21,13,12.7,13.1,0
4.48,1551,5.5,293,16.53,1.53,3.25,,15,2.1,8.6,0
8.46,1981,4.8,570,44.16,1.45,0.92,0,0,9.4,9.7,1
8.39,1964,4.7,564,44.19,1.46,0.93,,0,9.2,9.7,1
7.34,213,0.5,75,10.02,0.46,0.14,0,0,3.6,0,1
7.36,121,0.6,135,12.41,0.43,0.09,,0,3.4,0.7,1
7.22,267,0.3,54,16.37,0.37,0.02,0,,2.6,2,1
8.55,1944,4.9,422,40.26,2.18,3.48,33,16,12,27.5,0
9.36,1708,5.5,575,7.72,3.99,3.08,33,6,15.9,18.8,0
8.34,1932,4.9,576,43.56,1.46,0.96,0,0,10,9.3,1
8.72,2444,12.2,265,49.14,1.11,1.66,31,9,14.9,22.9,0
7.4,198,0.5,98,2.06,0.56,0.15,0,0,1.5,2.4,1
5.44,692,3.4,394,0,3.76,1.71,26,9,31.5,44.5,0
7.04,2617,9.5,290,41.69,1.23,3.09,36,8,5.9,13.7,0
6.18,1578,0,466,41.44,3.51,2.52,29,8,17.2,6.7,0
7.15,1395,8.9,68,16.21,1.09,0,34,8,7.9,8.7,0
10.14,689,4.5,310,56.64,3.25,0.78,29,,18.3,21.3,0
8.35,1357,7,499,37.27,1.06,3.83,33,13,16,1.8,0
7.57,234,0.5,133,11.32,0.56,0.21,,0,2,1.9,1
5.26,1750,7.4,0,17.47,0.42,4.09,32,5,21.8,3,0
4.92,1654,0,118,39.35,1.29,3.01,26,12,4.9,15.4,0
3.85,856,4.4,518,47.48,2.97,3.37,31,15,0,11.1,0
7.35,246,0.7,87,14.17,0.27,0.13,0,0,1.6,1,1
10.68,2693,6.6,496,40.28,1.22,3.36,26,8,4.9,8.1,0
8.38,1951,4.7,590,43.99,1.47,0.93,0,0,9.2,9.4,1
7.4,237,0.5,147,14.29,0.31,0.05,0,0,1.9,2,1
14.72,567,10.3,540,34.58,3.53,0,30,8,2.3,9.1,0
10.84,1280,6.7,498,35.52,1.73,2.19,28,8,31.6,10.1,0
13.14,1932,5.7,392,25.6,0,3.94,30,8,27.4,0,0
8.48,1917,4.8,551,44.23,1.47,0.95,0,0,9.3,9.7,1
7.53,261,0.6,109,8.22,0.44,0.13,0,0,1.8,3.8,1
10.45,709,5.3,0,30.01,3.01,2.1,22,8,7.9,4.7,0
5.93,964,8,315,30.29,1.36,3.59,36,8,5.5,14.9,0
7.36,214,0.5,76,13.59,0.47,0.21,0,0,2.3,0,0
6.48,1907,7.6,340,39.32,1.18,2.97,34,11,19.4,3.6,0
6.05,1410,6.4,429,44.25,2.16,0,27,7,28.3,30,0
6.28,2085,4.5,529,30.84,3.23,1.53,29,11,10.1,15.8,0
4.67,933,2.4,457,48.86,1.89,1.43,27,17,9.9,10.9,0
7.63,233,0.7,92,12.81,0.32,0.16,0,0,0.2,1.9,0
5.02,1299,10.6,355,45.17,1.26,1.02,27,16,21.8,15.2,0
8.36,1934,4.7,580,44.18,1.45,0.97,0,0,9.6,9.9,1
7.09,151,0.4,62,8.52,0.35,0.15,0,0,1.3,1.8,1
9.96,1372,3.8,431,52.47,0.44,1.59,33,10,10.1,3.8,0
2.33,1626,3.9,396,41.04,2.07,4.04,29,13,32.1,1.8,0
6.94,1565,11.7,383,39.52,2.22,1.42,33,11,4.1,19.3,0
4.29,1930,8.9,352,3.84,2.75,1.2,31,11,24.6,14,0
6.53,960,2.8,272,32.55,1.2,4.74,,9,15.7,1.4,0
8.36,1922,4.8,576,43.76,1.43,0.97,0,0,9.5,9.6,1
3.76,754,0,690,57.55,2.34,5.44,23,14,8.8,28.6,0
5.4,936,8.3,415,61.28,0.41,1.56,31,7,7.7,19.3,0
6.58,1597,5.4,532,15.36,5.01,0.7,25,8,15.8,3.9,0
7.57,138,0.6,65,0,0.39,0.14,0,0,0.5,2.2,0
4.79,1588,5.2,720,40.06,1.85,1.11,33,5,13.2,26.2,0
8.69,1693,10.2,538,40.82,2.8,1.46,,9,13,7.3,0
4.65,1185,5.3,543,30.8,1.45,2.07,30,7,35.8,6.6,0
9.01,1532,8.8,428,48.27,1.21,0.48,34,8,20.8,27.8,0
7.55,1365,1.4,794,34.67,2.08,1.32,31,12,24,13,0
8.38,1922,4.7,600,43.59,1.46,0.97,0,0,9.2,9.8,1
9.8,1760,2.3,381,42.45,3.97,4.3,29,,20.9,9.6,0
6.74,2371,10.3,93,72.36,2.81,1.25,35,10,19.7,32.2,0
7.98,1124,0,282,46.1,1.41,5.36,32,8,12,23.7,0
4.91,1076,4.7,329,50.72,2.76,3.78,35,8,16.6,21.8,0
5.02,1596,7.5,400,34.7,3.3,4.17,28,9,7.2,6.2,0
2.25,610,11.2,312,60.74,4.96,1.85,32,10,10.6,26.1,0
11.87,1262,4.1,373,26.94,2.68,2.3,28,9,0,15.8,0
8.33,1934,5,564,44.12,1.45,0.97,0,0,9.5,9.5,1
6.55,479,8.6,391,42.1,3,3.61,24,,0,23.8,0
8.56,1179,6.9,192,61.13,1.95,2.55,24,,10,19.9,0
7.82,848,7.6,468,88.25,2,3.57,26,9,4.2,5.6,0
8.3,1380,7,728,38.44,1.55,3.75,30,20,27.5,19.6,0
6.49,1961,1.5,275,95.83,0.51,2.23,31,19,7.4,12.8,0
6.36,2291,2.4,709,68.85,1.5,3.63,,7,16.4,7.9,0
6.05,849,0,340,18.81,2.24,1.62,29,9,1.8,17.5,0
7.29,217,0.4,91,0.96,0.37,0.09,0,0,2,1.8,0
7.25,211,0.5,64,1.86,0.37,0.13,0,0,1.8,2.3,1
2.56,1350,5,470,58.05,1.32,0.39,37,11,5.6,11.8,0
8.41,1925,4.8,583,44.11,1.42,0.93,0,0,9.3,9.2,1
8.46,1911,4.8,570,44.51,1.43,0.95,0,,9.5,9.8,1
3.43,1715,3.8,0,27.56,2.39,0.49,,18,26.6,17,0
6.52,1607,0.5,323,28.43,2.19,3.12,24,13,12,18.3,0
9.58,1953,6.5,216,29.42,3.1,3.97,38,12,26.8,7.7,0
5.72,2447,1.8,685,58.54,2.79,0.96,24,4,12.6,30.5,0
6.22,1609,4.1,680,53.09,1.38,1.51,,11,18.9,25,0
4.77,1883,5.2,575,49,2.09,4.92,27,13,15.8,12.1,0
7.66,1905,6.6,479,49.14,1.77,0,31,5,21.7,19.4,0
8.5,1942,4.8,588,44.26,1.47,0.93,0,0,9.5,9.4,1
1.66,1240,0,502,76.21,2.38,3.29,37,19,13,33.6,0
8.42,1961,4.9,579,43.39,1.46,0.97,0,0,9.6,9.3,1
6.51,596,7.7,217,63.91,0.9,5.15,29,15,10.7,17,0
11.75,1310,1.7,476,59.55,1.61,1.23,35,9,3.4,6.8,0
5.51,1425,9.6,638,64.78,2.48,0.64,30,10,21.1,18.6,0
9.07,1592,3.3,312,40.75,3.03,2.85,,9,3.2,17.9,0
